index,51,53,54,55,56,57,58,59
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Acidobacterium;__,0,0,0,11,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Candidatus Koribacter;D_6__uncultured bacterium,0,0,0,0,0,0,12,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Granulicella;Ambiguous_taxa,0,0,0,0,6,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Granulicella;__,0,0,0,0,90,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__uncultured;__,0,0,0,16,70,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteria;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);__;__,0,0,0,0,33,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__11-24;D_6__uncultured Acidobacteria bacterium,0,0,0,8,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__11-24;__,4,0,8,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Aridibacter;D_6__uncultured bacterium,26,122,10,19,0,0,23,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Blastocatella;D_6__uncultured bacterium,40,54,0,18,22,326,24,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Blastocatella;__,33,15,0,0,0,32,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__DS-100;D_6__uncultured bacterium,2,0,4,0,10,11,4,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__RB41;Ambiguous_taxa,0,0,0,13,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__RB41;__,0,0,16,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Stenotrophobacter;D_6__uncultured bacterium,21,0,0,19,0,24,46,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__Stenotrophobacter;__,0,0,0,8,0,0,0,36
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__uncultured;D_6__uncultured bacterium,0,0,0,0,0,39,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);D_5__uncultured;__,198,134,55,126,76,203,625,180
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia;D_3__Blastocatellales;D_4__Blastocatellaceae (Subgroup 4);__;__,108,65,6,84,0,41,57,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__ABS-19;D_5__uncultured bacterium;D_6__uncultured bacterium,45,81,53,58,499,87,0,25
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__CA002;D_5__uncultured bacterium;D_6__uncultured bacterium,11,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__NS72;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,2,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 10;D_4__Sva0725;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,4,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured Acidobacteria bacterium;D_5__uncultured Acidobacteria bacterium;D_6__uncultured Acidobacteria bacterium,11,114,22,29,0,19,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,33,22,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Holophagae;D_3__Subgroup 7;__;__;__,32,32,75,99,10,0,11,96
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter;Ambiguous_taxa,17,0,0,0,46,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter;D_6__uncultured Acidobacteria bacterium,7,10,0,14,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter;D_6__uncultured bacterium,0,0,0,8,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter;__,120,72,39,52,121,78,95,74
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Candidatus Solibacter;__,60,11,8,44,160,25,42,35
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Elev-16S-1166;D_6__uncultured bacterium,0,0,16,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__PAUC26f;__,2,0,0,0,0,5,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Paludibaculum;D_6__uncultured bacterium,14,60,35,46,0,76,0,47
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Paludibaculum;__,0,0,12,3,0,16,0,25
D_0__Bacteria;D_1__Acidobacteria;D_2__Solibacteres;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);__;__,0,0,4,0,1,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 11;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,8,38,27,0,0,0,29
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 17;__;__;__;__,5,0,65,44,0,37,0,41
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 18;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,5,0,0,0,12
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 20;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,0,0,4,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 22;__;__;__;__,0,0,12,31,0,0,0,38
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 25;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium,0,5,18,3,0,0,0,11
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 2;D_3__uncultured forest soil bacterium;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium;D_6__uncultured forest soil bacterium,1,0,0,0,0,0,0,0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 5;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa;Ambiguous_taxa,0,32,0,0,0,0,0,0
